"","QTL","N_QTLs","N_QTLs_db","Total_annotated_QTLs","Total_QTLs_db","pvalue","adj.pval","QTL_type"
"172","Non-return rate",227,2312,4461,163224,0.000000000000000000000000000000000000000000000000000000000000410188170536691,0.0000000000000000000000000000000000000000000000000000000000890108330064619,"Reproduction"
"126","Milk myristic acid content",131,902,4461,163224,0.00000000000000000000000000000000000000000000000000000209591625127475,0.00000000000000000000000000000000000000000000000000022740691326331,"Milk"
"33","Clinical mastitis",84,466,4461,163224,0.00000000000000000000000000000000000000000111718845375054,0.0000000000000000000000000000000000000000808099648212887,"Health"
"10","Average daily gain",218,3140,4461,163224,0.0000000000000000000000000000000000431147934978917,0.00000000000000000000000000000000233897754726062,"Production"
"168","Myristic acid content",41,120,4461,163224,0.0000000000000000000000000000000017988084109624,0.000000000000000000000000000000078068285035768,"Meat and Carcass"
"120","Milk lauric acid content",60,366,4461,163224,0.000000000000000000000000000132611652133141,0.00000000000000000000000000479612141881528,"Milk"
"173","Oleic acid content",31,101,4461,163224,0.00000000000000000000000460580159583638,0.000000000000000000000142779849470928,"Meat and Carcass"
"135","Milk potassium content",67,570,4461,163224,0.0000000000000000000000315274646353284,0.000000000000000000000855182478233283,"Milk"
"76","Length of productive life",130,2004,4461,163224,0.000000000000000000529975162957968,0.0000000000000000127782900402088,"Production"
"96","Milk butyric acid content",71,828,4461,163224,0.0000000000000000683007158814358,0.00000000000000148212553462716,"Milk"
"100","Milk capric acid content",73,912,4461,163224,0.000000000000000936058343696768,0.0000000000000184658782347453,"Milk"
"134","Milk phosphorylated alpha-S2-casein percentage",31,228,4461,163224,0.000000000000295197106868366,0.00000000000533814768253628,"Milk"
"170","Myristoleic acid content",16,68,4461,163224,0.0000000000360673960541457,0.000000000602048072596124,"Meat and Carcass"
"175","Palmitoleic acid content",12,46,4461,163224,0.00000000280708925206204,0.0000000435098834069617,"Meat and Carcass"
"174","Palmitic acid content",7,12,4461,163224,0.00000000795857030420243,0.000000115133983734129,"Meat and Carcass"
"139","Milk protein yield",138,3093,4461,163224,0.0000000263539259513762,0.00000035742512071554,"Milk"
"95","Milk beta-lactoglobulin protein content",20,177,4461,163224,0.000000105310421390858,0.00000134425655540096,"Milk"
"9","Atherogenic index",5,8,4461,163224,0.000000795276342340283,0.0000095874981271023,"Meat and Carcass"
"22","Bovine respiratory disease susceptibility",46,789,4461,163224,0.00000203099925456192,0.0000231961493810493,"Health"
"73","Ketosis",30,441,4461,163224,0.00000640233023165585,0.000069465283013466,"Health"
"89","Metabolic body weight",154,4039,4461,163224,0.0000313579141168573,0.000324031779207525,"Production"
"114","Milk glycosylated kappa-casein percentage",102,2527,4461,163224,0.0000868852162039228,0.00085700417801142,"Milk"
"92","Milk alpha-S2-casein percentage",18,235,4461,163224,0.0000972566250138302,0.00091759511426092,"Milk"
"154","Monounsaturated fatty acid content",8,60,4461,163224,0.000223248481765059,0.00201853835595907,"Meat and Carcass"
"47","Eye area pigmentation",7,49,4461,163224,0.000355984244745612,0.00308994324439191,"Exterior"
"62","Infectious bovine keratoconjunctivitis susceptibility",5,24,4461,163224,0.000418791507213565,0.00349529834866707,"Health"
"148","Milk unsaturated fatty acid content",6,38,4461,163224,0.000540939446787866,0.0043475503686284,"Milk"
"187","Saturated fatty acid content",8,71,4461,163224,0.000712401613474721,0.00552111250442909,"Meat and Carcass"
"155","Monounsaturated to saturated fatty acid ratio",2,2,4461,163224,0.000746795529639228,0.00558809068730043,"Meat and Carcass"
"141","Milk saturated fatty acid content",8,80,4461,163224,0.001564405526139,0.0113158666390721,"Milk"
"16","Body temperature",4,23,4461,163224,0.00325486417090594,0.0227840491963415,"Health"
"88","Medium-chain fatty acid content",2,6,4461,163224,0.0104105876479836,0.0705967974878885,"Meat and Carcass"
"15","Body length",4,32,4461,163224,0.0108840497400558,0.0715708725330939,"Production"
"36","Cooking loss",3,18,4461,163224,0.0122425443642902,0.0775241229591575,"Meat and Carcass"
"196","Sperm motility",7,91,4461,163224,0.0125038907998641,0.0775241229591575,"Reproduction"
"24","Calf mortality",2,7,4461,163224,0.0143118505791249,0.0862686548797251,"Reproduction"
"160","Muscle creatine content",5,54,4461,163224,0.0158867917648549,0.093173886837122,"Meat and Carcass"
"48","Facial pigmentation",4,36,4461,163224,0.0163638756161637,0.0934463423344087,"Exterior"
"171","Net merit",36,903,4461,163224,0.0173686765243522,0.0966410975842164,"Production"
"182","Respiratory rate",2,9,4461,163224,0.0236603311922016,0.128357296717693,"Health"
"57","General health index",1,1,4461,163224,0.0273305396265255,0.128928849977305,"Health"
"85","Marfan syndrome-like disease",1,1,4461,163224,0.0273305396265255,0.128928849977305,"Health"
"102","Milk caprylic acid content",32,811,4461,163224,0.0268019437680409,0.128928849977305,"Milk"
"195","Sperm head abnormalities",1,1,4461,163224,0.0273305396265255,0.128928849977305,"Reproduction"
"197","Sperm tail abnormalities",1,1,4461,163224,0.0273305396265255,0.128928849977305,"Reproduction"
"215","Unsaturated fatty acid content",1,1,4461,163224,0.0273305396265255,0.128928849977305,"Meat and Carcass"
"54","Fertility index",7,108,4461,163224,0.0290780048452736,0.134253767051582,"Reproduction"
"6","Alkaline phosphatase level",2,11,4461,163224,0.0348657479131195,0.154405455043815,"Health"
"199","Stayability",2,11,4461,163224,0.0348657479131195,0.154405455043815,"Reproduction"
"213","Udder height",21,504,4461,163224,0.0393172269916397,0.170636765143716,"Exterior"
"110","Milk fat content",6,92,4461,163224,0.0406205943406755,0.172836646508365,"Milk"
"142","Milk saturated to unsaturated fatty acid ratio",3,29,4461,163224,0.0439516250659475,0.183413512294435,"Milk"
"177","Pregnancy rate",35,944,4461,163224,0.0456938793560852,0.187086260759821,"Reproduction"
"64","Inseminations per conception",30,790,4461,163224,0.0471342579983308,0.189409888622922,"Reproduction"
"113","Milk fever",1,2,4461,163224,0.0539142837234122,0.208917849428222,"Health"
"169","Myristic and palmitic acid ratio",1,2,4461,163224,0.0539142837234122,0.208917849428222,"Meat and Carcass"
"146","Milk tridecylic acid content",14,319,4461,163224,0.0577579226070501,0.219885424661928,"Milk"
"78","Liver abscess",3,33,4461,163224,0.0606175756570828,0.226793343406672,"Health"
"178","PTA type",24,627,4461,163224,0.064675974906519,0.236099187289718,"Production"
"200","Stillbirth",47,1363,4461,163224,0.065280881278263,0.236099187289718,"Reproduction"
"212","Udder depth",26,695,4461,163224,0.0697442917718693,0.248106742860584,"Exterior"
"34","Conception rate",43,1255,4461,163224,0.0805664832999992,0.277506775811108,"Reproduction"
"106","Milk cis-12-Octadecenoic acid content",1,3,4461,163224,0.079771633714895,0.277506775811108,"Milk"
"7","Angularity",3,38,4461,163224,0.0849336798242023,0.284384108564516,"Exterior"
"180","Rear leg placement - side view",17,430,4461,163224,0.0851841799847629,0.284384108564516,"Exterior"
"209","Udder attachment",24,655,4461,163224,0.0934153558141156,0.30713836684338,"Exterior"
"53","Feet and leg conformation",23,627,4461,163224,0.0978354049579746,0.316869893669858,"Exterior"
"18","Body weight gain",45,1354,4461,163224,0.107147136157388,0.326057269239733,"Production"
"52","Feed intake",4,66,4461,163224,0.106588020319047,0.326057269239733,"Production"
"83","Male fertility",2,20,4461,163224,0.102606927621719,0.326057269239733,"Reproduction"
"122","Milk long-chain fatty acid content",1,4,4461,163224,0.104922433808007,0.326057269239733,"Milk"
"211","Udder cleft",18,477,4461,163224,0.108184900392907,0.326057269239733,"Exterior"
"68","Interdigital hyperplasia",5,93,4461,163224,0.111623527366147,0.327328451870998,"Exterior"
"191","Sole ulcer",5,93,4461,163224,0.111623527366147,0.327328451870998,"Exterior"
"50","Fecal larva count",6,125,4461,163224,0.128635228164803,0.347269432449458,"Health"
"51","Feed conversion ratio",2,22,4461,163224,0.120442774509619,0.347269432449458,"Production"
"79","Long-chain fatty acid content",1,5,4461,163224,0.129385986208341,0.347269432449458,"Meat and Carcass"
"108","Milk delta-9-desaturase content",1,5,4461,163224,0.129385986208341,0.347269432449458,"Milk"
"153","Monocyte number",1,5,4461,163224,0.129385986208341,0.347269432449458,"Health"
"189","Semen volume",2,23,4461,163224,0.129625917181595,0.347269432449458,"Reproduction"
"210","Udder balance",1,5,4461,163224,0.129385986208341,0.347269432449458,"Exterior"
"5","Age at second calving",1,6,4461,163224,0.153181065920412,0.386515015171273,"Reproduction"
"19","Bone quality",2,25,4461,163224,0.14844219337142,0.386515015171273,"Exterior"
"59","Head width",1,6,4461,163224,0.153181065920412,0.386515015171273,"Production"
"132","Milk phosphocholine level",1,6,4461,163224,0.153181065920412,0.386515015171273,"Milk"
"183","Retained placenta",1,6,4461,163224,0.153181065920412,0.386515015171273,"Reproduction"
"8","Anti-MÃ¼llerian hormone level",2,26,4461,163224,0.158045383599725,0.38997290878687,"Health"
"138","Milk protein percentage",256,8803,4461,163224,0.158145695729238,0.38997290878687,"Milk"
"56","Foot angle",23,672,4461,163224,0.162712561398231,0.396726132847372,"Exterior"
"152","Milking speed",33,1011,4461,163224,0.171946070958662,0.414581082200328,"Milk"
"45","Duration of inactivity during novel object test",1,7,4461,163224,0.17632593514396,0.418838911387553,"Exterior"
"145","Milk tricosanoic acid content",2,28,4461,163224,0.177572257362465,0.418838911387553,"Milk"
"193","Somatic cell score",36,1122,4461,163224,0.185361532942596,0.432510243532725,"Health"
"29","Carcass weight",62,2020,4461,163224,0.192226628295681,0.440694875886542,"Meat and Carcass"
"179","Rear leg placement - rear view",17,491,4461,163224,0.192930936448025,0.440694875886542,"Exterior"
"123","Milk margaric acid content",3,59,4461,163224,0.218435763959127,0.493755841449277,"Milk"
"65","Insulin level",1,9,4461,163224,0.220735610537838,0.493810592646503,"Health"
"37","Curd firmness",4,89,4461,163224,0.226361156897295,0.499065227503678,"Milk"
"194","sperm counts",2,33,4461,163224,0.227684136050065,0.499065227503678,"Reproduction"
"2","Adrenocorticotropic hormone level",2,34,4461,163224,0.237840490132206,0.500204635838226,"Health"
"11","Biceps brachii weight",1,10,4461,163224,0.242034501212045,0.500204635838226,"Meat and Carcass"
"67","Interdigital dermatitis",1,10,4461,163224,0.242034501212045,0.500204635838226,"Exterior"
"128","Milk oleic acid content",34,1089,4461,163224,0.238240397836254,0.500204635838226,"Milk"
"140","Milk riboflavin content",17,509,4461,163224,0.233672898700757,0.500204635838226,"Milk"
"214","Udder width",1,10,4461,163224,0.242034501212045,0.500204635838226,"Exterior"
"40","Dairy form",17,514,4461,163224,0.245591758816452,0.502768034558209,"Exterior"
"60","Hip width",2,36,4461,163224,0.258209960485505,0.518810753938469,"Production"
"181","Residual feed intake",14,418,4461,163224,0.257018652997247,0.518810753938469,"Production"
"186","Rump width",17,526,4461,163224,0.27513448486636,0.54774480014679,"Production"
"87","Mean corpuscular hemoglobin concentration",1,12,4461,163224,0.282902137261036,0.548122890943258,"Health"
"201","Strength",21,664,4461,163224,0.278730723677973,0.548122890943258,"Exterior"
"208","Time to curd firmness",1,12,4461,163224,0.282902137261036,0.548122890943258,"Milk"
"149","Milk vitamin B-12 content",2,39,4461,163224,0.288781233699815,0.554562192149202,"Milk"
"158","Muscle calcium content",2,40,4461,163224,0.298945982216288,0.565788727663207,"Meat and Carcass"
"205","Teat placement - rear",10,298,4461,163224,0.299841952448243,0.565788727663207,"Exterior"
"185","Rump conformation",1,13,4461,163224,0.302502249787558,0.565887829343966,"Exterior"
"31","Cheese protein recovery",2,42,4461,163224,0.319196496092804,0.582064198757465,"Milk"
"162","Muscle magnesium content",2,42,4461,163224,0.319196496092804,0.582064198757465,"Meat and Carcass"
"217","Yield grade",2,42,4461,163224,0.319196496092804,0.582064198757465,"Meat and Carcass"
"118","Milk lactose content",4,105,4461,163224,0.323172521547893,0.584403643132439,"Milk"
"46","Ear size",2,44,4461,163224,0.339301708906059,0.607914351990934,"Exterior"
"157","Muscle anserine content",4,108,4461,163224,0.341776732455733,0.607914351990934,"Meat and Carcass"
"12","Birth index",1,17,4461,163224,0.375691000480891,0.652199576834826,"Reproduction"
"43","Docosahexaenoic acid content",1,17,4461,163224,0.375691000480891,0.652199576834826,"Meat and Carcass"
"55","First service conception",16,527,4461,163224,0.370069190857647,0.652199576834826,"Reproduction"
"39","Curd yield",1,18,4461,163224,0.392755479619988,0.676412214901091,"Milk"
"72","Intramuscular fat",4,117,4461,163224,0.397576582238099,0.677847151799835,"Meat and Carcass"
"198","Stature",27,929,4461,163224,0.399836107974096,0.677847151799835,"Exterior"
"203","Teat length",9,300,4461,163224,0.435630792936434,0.732805287342683,"Exterior"
"32","Chest width",1,22,4461,163224,0.456475790283575,0.733742566603969,"Production"
"74","Lactation persistency",7,231,4461,163224,0.444615323160178,0.733742566603969,"Milk"
"90","Methane production",3,90,4461,163224,0.447495422366483,0.733742566603969,"Production"
"117","Milk lactoferrin content",1,22,4461,163224,0.456475790283575,0.733742566603969,"Milk"
"124","Milk mid-infrared spectra",2,55,4461,163224,0.445593940207494,0.733742566603969,"Milk"
"165","Muscle sodium content",2,56,4461,163224,0.454795679602188,0.733742566603969,"Meat and Carcass"
"14","Body height",5,166,4461,163224,0.476333705808431,0.75323003817533,"Production"
"17","Body weight",118,4289,4461,163224,0.483777501664676,0.75323003817533,"Production"
"28","Cannon bone circumference",1,25,4461,163224,0.499839288005749,0.75323003817533,"Production"
"38","Curd solids yield",1,25,4461,163224,0.499839288005749,0.75323003817533,"Milk"
"103","Milk casein index",1,24,4461,163224,0.485783404220376,0.75323003817533,"Milk"
"136","Milk profitability index",1,25,4461,163224,0.499839288005749,0.75323003817533,"Milk"
"161","Muscle iron content",2,60,4461,163224,0.490695977413154,0.75323003817533,"Meat and Carcass"
"176","Perinatal mortality",1,24,4461,163224,0.485783404220376,0.75323003817533,"Reproduction"
"192","Somatic cell count",4,132,4461,163224,0.488240491478478,0.75323003817533,"Health"
"13","Body depth",17,616,4461,163224,0.517637720277203,0.774671622759677,"Production"
"71","Intestinal atresia",2,65,4461,163224,0.53341077981746,0.786069929332377,"Health"
"75","Lean meat yield",17,621,4461,163224,0.531066979855065,0.786069929332377,"Meat and Carcass"
"109","Milk eicosapentaenoic acid content",1,28,4461,163224,0.539743868527761,0.786069929332377,"Milk"
"204","Teat placement - front",9,327,4461,163224,0.537877546700644,0.786069929332377,"Exterior"
"105","Milk cholesterol content",1,29,4461,163224,0.552325075190288,0.799030275441949,"Milk"
"125","Milk monounsaturated fatty acid content",1,32,4461,163224,0.588043006335415,0.84506842632308,"Milk"
"26","Calf sucking reflex",1,33,4461,163224,0.599304221031832,0.855585631341498,"Exterior"
"151","Milk zinc content",10,384,4461,163224,0.604922459570209,0.857961919782584,"Milk"
"119","Milk lactose yield",1,35,4461,163224,0.620911754962574,0.863704171967171,"Milk"
"137","Milk protein content",1,35,4461,163224,0.620911754962574,0.863704171967171,"Milk"
"163","Muscle phosphorus content",1,35,4461,163224,0.620911754962574,0.863704171967171,"Meat and Carcass"
"30","Cheese fat recovery",1,36,4461,163224,0.631274663376205,0.872526127086857,"Milk"
"1","Abomasum displacement",2,85,4461,163224,0.678682154584475,0.932114098385007,"Health"
"116","Milk kappa-casein percentage",118,4499,4461,163224,0.69004145600824,0.935868724711176,"Milk"
"167","Muscle zinc content",1,42,4461,163224,0.687768016588002,0.935868724711176,"Meat and Carcass"
"77","Lifetime profit index",1,49,4461,163224,0.742835632642313,0.995032915329518,"Production"
"156","Multiple birth",2,96,4461,163224,0.741525102903571,0.995032915329518,"Reproduction"
"41","Digital cushion thickness",1,51,4461,163224,0.756704571105082,0.995181163210926,"Exterior"
"164","Muscle potassium content",1,50,4461,163224,0.749866184153161,0.995181163210926,"Meat and Carcass"
"216","White line disease",1,51,4461,163224,0.756704571105082,0.995181163210926,"Exterior"
"3","Age at first calving",4,233,4461,163224,0.882335380036971,1,"Reproduction"
"4","Age at puberty",5,8222,4461,163224,1,1,"Reproduction"
"20","Bone weight",3,402,4461,163224,0.998907672983719,1,"Meat and Carcass"
"21","Bovine coronavirus susceptibility",1,73,4461,163224,0.867788594637825,1,"Health"
"23","Bovine tuberculosis susceptibility",14,1155,4461,163224,0.999869140990223,1,"Health"
"25","Calf size",1,69,4461,163224,0.85228353942428,1,"Reproduction"
"27","Calving ease",70,3819,4461,163224,0.999893703380618,1,"Reproduction"
"35","Connective tissue amount",66,3142,4461,163224,0.990041564093738,1,"Meat and Carcass"
"42","Digital dermatitis",2,110,4461,163224,0.806014350767488,1,"Exterior"
"44","Dry matter intake",15,2186,4461,163224,0.999999999999405,1,"Production"
"49","Fat thickness at the 12th rib",2,169,4461,163224,0.946909651646283,1,"Meat and Carcass"
"58","Gestation length",10,636,4461,163224,0.980061980136888,1,"Reproduction"
"61","Hoof and leg disorders",1,60,4461,163224,0.810423521684235,1,"Exterior"
"63","Inhibin level",4,293,4461,163224,0.959912575966422,1,"Reproduction"
"66","Insulin-like growth factor 1 level",2,129,4461,163224,0.870502268930517,1,"Health"
"69","Interval from first to last insemination",6,445,4461,163224,0.982860144512978,1,"Reproduction"
"70","Interval to first estrus after calving",20,1053,4461,163224,0.966692965085375,1,"Reproduction"
"80","Longissimus muscle area",33,1420,4461,163224,0.849468545904724,1,"Meat and Carcass"
"81","Luteal activity",14,1306,4461,163224,0.999990901254715,1,"Reproduction"
"82","M. paratuberculosis susceptibility",11,492,4461,163224,0.788765250713007,1,"Health"
"84","Marbling score",31,1817,4461,163224,0.998436766882873,1,"Meat and Carcass"
"86","Maturity rate",2,243,4461,163224,0.990719152891567,1,"Production"
"91","Milk alpha-S1-casein percentage",1,65,4461,163224,0.83496058820465,1,"Milk"
"93","Milk arachidic acid content",1,60,4461,163224,0.810423521684235,1,"Milk"
"94","Milk beta-lactoglobulin percentage",4,291,4461,163224,0.958376886635374,1,"Milk"
"97","Milk C14 index",51,4437,4461,163224,0.999999999999944,1,"Milk"
"98","Milk C16 index",36,2002,4461,163224,0.997475417735233,1,"Milk"
"99","Milk C18 index",1,246,4461,163224,0.998910559097809,1,"Milk"
"101","Milk caproic acid content",12,675,4461,163224,0.957580286324927,1,"Milk"
"104","Milk casein percentage",4,259,4461,163224,0.925184456547579,1,"Milk"
"107","Milk conjugated linoleic acid content",4,274,4461,163224,0.942955137369608,1,"Milk"
"111","Milk fat percentage",138,10941,4461,163224,1,1,"Milk"
"112","Milk fat yield",147,8220,4461,163224,0.99999999574435,1,"Milk"
"115","Milk iron content",2,217,4461,163224,0.982689179453432,1,"Milk"
"121","Milk linoleic acid content",5,857,4461,163224,0.999999231150478,1,"Milk"
"127","Milk myristoleic acid content",38,3047,4461,163224,0.999999994588038,1,"Milk"
"129","Milk palmitic acid content",12,1711,4461,163224,0.99999999978121,1,"Milk"
"130","Milk palmitoleic acid content",22,2422,4461,163224,0.999999999955397,1,"Milk"
"131","Milk pentadecylic acid content",6,280,4461,163224,0.778872709998881,1,"Milk"
"133","Milk phosphorus content",2,154,4461,163224,0.925422420855309,1,"Milk"
"143","Milk stearic acid content",3,218,4461,163224,0.938735180665053,1,"Milk"
"144","Milk tetracosanoic acid content",2,105,4461,163224,0.784824312262235,1,"Milk"
"147","Milk unglycosylated kappa-casein percentage",50,2351,4461,163224,0.97356478705448,1,"Milk"
"150","Milk yield",165,6432,4461,163224,0.810163399333173,1,"Milk"
"159","Muscle carnosine content",1,67,4461,163224,0.843862065573786,1,"Meat and Carcass"
"166","Muscle total collagen content",1,68,4461,163224,0.848131151947496,1,"Meat and Carcass"
"184","Rump angle",3,179,4461,163224,0.869681766639003,1,"Exterior"
"188","Scrotal circumference",15,8064,4461,163224,1,1,"Reproduction"
"190","Shear force",73,2954,4461,163224,0.825360392710836,1,"Meat and Carcass"
"202","Subcutaneous fat thickness",3,331,4461,163224,0.99448351447303,1,"Meat and Carcass"
"206","Tenderness score",45,3483,4461,163224,0.999999998222315,1,"Meat and Carcass"
"207","Tick resistance",1,89,4461,163224,0.915156795578925,1,"Health"
